serviceId; commandId; sensorType; sensorTypes; time; packageNumber; volt; chargeCurrent; battPercent; temperature; hallData; earSide; roleState; wearDetect; knockDetect; knockScore; movementDetect; touchEvent; earSideDetect; accelDataLen; accelData; accTimeStamp; gyroDataLen; gyroData; capSensorDataLen; capSensorData; capRawData
43;48;22;[ACC, GYRO, PROX];20539;14;3784;0;38;30;0;1;2;1;0;0;0;[0, 0, 0, 0];0;20;[Acc{x=-3512, y=2498, z=-9}, Acc{x=-3522, y=2503, z=0}, Acc{x=-3528, y=2509, z=-1}, Acc{x=-3527, y=2510, z=-2}, Acc{x=-3523, y=2516, z=-13}, Acc{x=-3515, y=2521, z=-18}, Acc{x=-3510, y=2516, z=-9}, Acc{x=-3516, y=2523, z=-4}, Acc{x=-3524, y=2529, z=-1}, Acc{x=-3534, y=2553, z=2}, Acc{x=-3528, y=2584, z=15}, Acc{x=-3528, y=2616, z=26}, Acc{x=-3534, y=2643, z=39}, Acc{x=-3558, y=2669, z=58}, Acc{x=-3590, y=2680, z=74}, Acc{x=-3643, y=2687, z=98}, Acc{x=-3698, y=2715, z=119}, Acc{x=-3734, y=2763, z=122}, Acc{x=-3761, y=2812, z=127}, Acc{x=-3779, y=2835, z=122}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}];20521000;20;[Gyro{roll=299, pitch=-201, yaw=-1043}, Gyro{roll=543, pitch=-262, yaw=-1104}, Gyro{roll=604, pitch=-262, yaw=-1104}, Gyro{roll=665, pitch=-140, yaw=-1287}, Gyro{roll=787, pitch=-140, yaw=-1470}, Gyro{roll=787, pitch=-79, yaw=-1714}, Gyro{roll=787, pitch=-79, yaw=-1836}, Gyro{roll=848, pitch=43, yaw=-2080}, Gyro{roll=848, pitch=165, yaw=-2385}, Gyro{roll=787, pitch=104, yaw=-2690}, Gyro{roll=665, pitch=104, yaw=-3056}, Gyro{roll=726, pitch=165, yaw=-3300}, Gyro{roll=665, pitch=226, yaw=-3422}, Gyro{roll=604, pitch=104, yaw=-3788}, Gyro{roll=604, pitch=43, yaw=-4154}, Gyro{roll=665, pitch=-140, yaw=-4459}, Gyro{roll=604, pitch=-140, yaw=-5008}, Gyro{roll=604, pitch=-201, yaw=-5679}, Gyro{roll=543, pitch=-201, yaw=-6716}, Gyro{roll=482, pitch=-79, yaw=-7448}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}];6;[144569, 1, 3605, 0, 50895, 1];[138203, 17385, -5468, 17431, 55199, 9207]
43;48;22;[ACC, GYRO, PROX];22673;16;3773;0;37;30;0;2;1;1;0;0;0;[0, 0, 0, 0];0;0;[Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}];0;0;[Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}];6;[197094, 1, 33052, 1, 72538, 1];[194259, 17827, 31288, 11613, 85565, 15308]
43;48;22;[ACC, GYRO, PROX];22761;17;3773;0;37;30;0;2;1;1;0;0;0;[0, 0, 0, 0];0;0;[Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}];0;0;[Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}];6;[196774, 1, 33855, 1, 72448, 1];[193939, 18264, 32091, 11782, 85475, 14760]
43;48;22;[ACC, GYRO, PROX];20641;15;3784;0;38;30;0;1;2;1;0;0;0;[0, 0, 0, 0];0;20;[Acc{x=-3792, y=2830, z=130}, Acc{x=-3796, y=2821, z=125}, Acc{x=-3808, y=2820, z=118}, Acc{x=-3809, y=2821, z=111}, Acc{x=-3816, y=2801, z=108}, Acc{x=-3857, y=2746, z=107}, Acc{x=-3905, y=2694, z=109}, Acc{x=-3948, y=2693, z=122}, Acc{x=-3959, y=2744, z=133}, Acc{x=-3960, y=2841, z=155}, Acc{x=-3975, y=2953, z=175}, Acc{x=-4009, y=3066, z=193}, Acc{x=-4047, y=3139, z=213}, Acc{x=-4085, y=3167, z=226}, Acc{x=-4099, y=3144, z=244}, Acc{x=-4086, y=3099, z=245}, Acc{x=-4056, y=3028, z=229}, Acc{x=-4042, y=2917, z=201}, Acc{x=-4058, y=2802, z=168}, Acc{x=-4111, y=2666, z=150}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}];20621000;20;[Gyro{roll=360, pitch=43, yaw=-8180}, Gyro{roll=360, pitch=43, yaw=-8851}, Gyro{roll=177, pitch=43, yaw=-9644}, Gyro{roll=116, pitch=-18, yaw=-10315}, Gyro{roll=-67, pitch=-140, yaw=-10925}, Gyro{roll=-67, pitch=-384, yaw=-11474}, Gyro{roll=-128, pitch=-384, yaw=-11840}, Gyro{roll=-372, pitch=-445, yaw=-12511}, Gyro{roll=-555, pitch=-445, yaw=-13182}, Gyro{roll=-799, pitch=-445, yaw=-14036}, Gyro{roll=-1287, pitch=-567, yaw=-15012}, Gyro{roll=-1836, pitch=-567, yaw=-15866}, Gyro{roll=-2568, pitch=-445, yaw=-17147}, Gyro{roll=-3361, pitch=-201, yaw=-18489}, Gyro{roll=-4215, pitch=104, yaw=-19770}, Gyro{roll=-5435, pitch=226, yaw=-21905}, Gyro{roll=-6655, pitch=104, yaw=-24589}, Gyro{roll=-7936, pitch=43, yaw=-27456}, Gyro{roll=-9461, pitch=-18, yaw=-30323}, Gyro{roll=-10986, pitch=-140, yaw=-33129}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}];6;[144821, 1, 1883, 0, 50684, 1];[138456, 17346, -7131, 18689, 54987, 9395]
43;48;22;[ACC, GYRO, PROX];22856;18;3773;0;37;30;0;2;1;1;0;0;0;[0, 0, 0, 0];0;0;[Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}];0;0;[Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}];6;[197528, 1, 33725, 1, 73292, 1];[194693, 17664, 31961, 11503, 86318, 14523]
43;48;22;[ACC, GYRO, PROX];20735;16;3784;0;38;30;0;1;2;1;0;0;0;[0, 0, 0, 0];0;20;[Acc{x=-4165, y=2533, z=160}, Acc{x=-4186, y=2439, z=187}, Acc{x=-4145, y=2398, z=185}, Acc{x=-4105, y=2370, z=170}, Acc{x=-4069, y=2339, z=163}, Acc{x=-4004, y=2298, z=145}, Acc{x=-3903, y=2254, z=140}, Acc{x=-3799, y=2190, z=140}, Acc{x=-3711, y=2118, z=135}, Acc{x=-3648, y=2026, z=136}, Acc{x=-3596, y=1939, z=147}, Acc{x=-3522, y=1835, z=154}, Acc{x=-3440, y=1705, z=174}, Acc{x=-3348, y=1555, z=189}, Acc{x=-3252, y=1409, z=192}, Acc{x=-3172, y=1277, z=192}, Acc{x=-3121, y=1156, z=184}, Acc{x=-3113, y=1038, z=186}, Acc{x=-3130, y=919, z=200}, Acc{x=-3164, y=790, z=218}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}];20722000;20;[Gyro{roll=-12694, pitch=-201, yaw=-35691}, Gyro{roll=-14280, pitch=-140, yaw=-38253}, Gyro{roll=-15805, pitch=-323, yaw=-40449}, Gyro{roll=-17208, pitch=-506, yaw=-42584}, Gyro{roll=-18672, pitch=-933, yaw=-44658}, Gyro{roll=-19892, pitch=-1360, yaw=-46854}, Gyro{roll=-21173, pitch=-2031, yaw=-49721}, Gyro{roll=-22515, pitch=-2885, yaw=-53320}, Gyro{roll=-24101, pitch=-3983, yaw=-57285}, Gyro{roll=-25992, pitch=-5081, yaw=-61677}, Gyro{roll=-28432, pitch=-5935, yaw=-66496}, Gyro{roll=-31116, pitch=-6423, yaw=-71498}, Gyro{roll=-33800, pitch=-6362, yaw=-76317}, Gyro{roll=-36789, pitch=-5874, yaw=-80770}, Gyro{roll=-39534, pitch=-5264, yaw=-84918}, Gyro{roll=-42157, pitch=-4532, yaw=-88334}, Gyro{roll=-44475, pitch=-4166, yaw=-91079}, Gyro{roll=-46488, pitch=-4349, yaw=-92848}, Gyro{roll=-48074, pitch=-4959, yaw=-94312}, Gyro{roll=-49294, pitch=-6423, yaw=-96508}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}];6;[144927, 1, 1311, 0, 51623, 1];[138561, 17783, -7666, 18998, 55927, 9851]
43;48;22;[ACC, GYRO, PROX];22957;19;3773;0;37;30;0;2;1;1;0;0;0;[0, 0, 0, 0];0;0;[Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}];0;0;[Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}];6;[197676, 1, 33863, 1, 72940, 1];[194841, 17819, 32099, 11629, 86244, 15046]
43;48;22;[ACC, GYRO, PROX];20847;17;3784;0;38;30;0;1;2;1;0;0;0;[0, 0, 0, 0];0;20;[Acc{x=-3180, y=670, z=241}, Acc{x=-3183, y=557, z=259}, Acc{x=-3178, y=454, z=280}, Acc{x=-3166, y=364, z=301}, Acc{x=-3143, y=304, z=331}, Acc{x=-3092, y=281, z=359}, Acc{x=-3073, y=258, z=363}, Acc{x=-3112, y=229, z=368}, Acc{x=-3177, y=209, z=404}, Acc{x=-3220, y=229, z=447}, Acc{x=-3208, y=276, z=469}, Acc{x=-3178, y=333, z=472}, Acc{x=-3172, y=364, z=488}, Acc{x=-3203, y=395, z=501}, Acc{x=-3245, y=427, z=503}, Acc{x=-3291, y=449, z=486}, Acc{x=-3330, y=465, z=459}, Acc{x=-3369, y=488, z=442}, Acc{x=-3405, y=515, z=420}, Acc{x=-3450, y=531, z=409}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}];20822000;20;[Gyro{roll=-50270, pitch=-8375, yaw=-99619}, Gyro{roll=-51002, pitch=-10388, yaw=-103279}, Gyro{roll=-51673, pitch=-12279, yaw=-106939}, Gyro{roll=-52283, pitch=-13682, yaw=-110172}, Gyro{roll=-52710, pitch=-14719, yaw=-112795}, Gyro{roll=-53015, pitch=-15268, yaw=-114747}, Gyro{roll=-53198, pitch=-15390, yaw=-115601}, Gyro{roll=-53198, pitch=-15329, yaw=-115479}, Gyro{roll=-53198, pitch=-14963, yaw=-114625}, Gyro{roll=-53137, pitch=-14536, yaw=-113405}, Gyro{roll=-52832, pitch=-13926, yaw=-111819}, Gyro{roll=-52527, pitch=-13011, yaw=-109806}, Gyro{roll=-52039, pitch=-12096, yaw=-106939}, Gyro{roll=-51307, pitch=-10937, yaw=-103340}, Gyro{roll=-50270, pitch=-9900, yaw=-98826}, Gyro{roll=-49050, pitch=-8741, yaw=-93763}, Gyro{roll=-47647, pitch=-7704, yaw=-88212}, Gyro{roll=-46122, pitch=-6728, yaw=-82356}, Gyro{roll=-44536, pitch=-5691, yaw=-76500}, Gyro{roll=-42889, pitch=-4471, yaw=-70888}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}];6;[145765, 1, 1282, 0, 51911, 1];[139399, 17666, -7665, 18878, 56214, 9817]
43;48;22;[ACC, GYRO, PROX];23047;20;3773;0;37;30;0;2;1;1;0;0;0;[0, 0, 0, 0];0;0;[Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}];0;0;[Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}];6;[198057, 1, 33857, 1, 74362, 1];[195222, 17766, 32093, 11634, 87389, 14911]
43;48;22;[ACC, GYRO, PROX];20942;18;3784;0;38;30;0;1;2;1;0;0;0;[0, 0, 0, 0];0;20;[Acc{x=-3465, y=541, z=386}, Acc{x=-3468, y=549, z=368}, Acc{x=-3468, y=546, z=364}, Acc{x=-3458, y=561, z=390}, Acc{x=-3447, y=613, z=405}, Acc{x=-3440, y=711, z=408}, Acc{x=-3451, y=814, z=408}, Acc{x=-3459, y=905, z=410}, Acc{x=-3467, y=967, z=412}, Acc{x=-3492, y=1001, z=413}, Acc{x=-3524, y=1020, z=396}, Acc{x=-3568, y=1047, z=363}, Acc{x=-3620, y=1072, z=334}, Acc{x=-3664, y=1096, z=302}, Acc{x=-3694, y=1132, z=288}, Acc{x=-3694, y=1180, z=270}, Acc{x=-3643, y=1253, z=248}, Acc{x=-3603, y=1332, z=214}, Acc{x=-3747, y=1364, z=224}, Acc{x=-3817, y=1402, z=154}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}];20922000;20;[Gyro{roll=-41120, pitch=-3373, yaw=-65520}, Gyro{roll=-39229, pitch=-2214, yaw=-60030}, Gyro{roll=-37216, pitch=-1055, yaw=-54662}, Gyro{roll=-35325, pitch=-18, yaw=-48989}, Gyro{roll=-33251, pitch=1019, yaw=-43072}, Gyro{roll=-31238, pitch=2300, yaw=-36972}, Gyro{roll=-29164, pitch=3581, yaw=-30628}, Gyro{roll=-27334, pitch=4923, yaw=-24467}, Gyro{roll=-25748, pitch=6204, yaw=-19038}, Gyro{roll=-24528, pitch=7363, yaw=-14036}, Gyro{roll=-23552, pitch=8583, yaw=-9034}, Gyro{roll=-22881, pitch=10291, yaw=-3727}, Gyro{roll=-22576, pitch=12243, yaw=1214}, Gyro{roll=-22515, pitch=14317, yaw=6155}, Gyro{roll=-22576, pitch=16513, yaw=10791}, Gyro{roll=-22637, pitch=18648, yaw=15427}, Gyro{roll=-22881, pitch=20600, yaw=19880}, Gyro{roll=-23247, pitch=22125, yaw=24089}, Gyro{roll=-23674, pitch=23223, yaw=28298}, Gyro{roll=-24040, pitch=24138, yaw=32141}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}];6;[147040, 1, 1356, 0, 52524, 1];[140674, 17602, -7557, 18874, 56828, 9809]
43;48;22;[ACC, GYRO, PROX];23143;21;3773;0;37;30;0;2;1;1;0;0;0;[0, 0, 0, 0];0;0;[Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}, Acc{x=0, y=0, z=0}];0;0;[Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}, Gyro{roll=0, pitch=0, yaw=0}];6;[197718, 1, 34280, 1, 73404, 1];[194883, 18298, 32515, 11703, 86431, 14632]
